pmid,doi,year,title
15902856,10.1016/j.arth.2004.08.011,2005,Metal-on-Metal total hip replacement: what does the literature say?
15902857,10.1016/j.arth.2004.06.034,2005,The role of intraoperative frozen section in decision making in revision hip and knee arthroplasties in a local community hospital.
15809942,10.1016/j.arth.2004.01.014,2005,Primary exeter total hip arthroplasty in patients with small femurs: a minimal of 10 years follow-up.
15809943,10.1016/j.arth.2004.09.047,2005,Leg axis after computer-navigated total knee arthroplasty: a prospective randomized trial comparing computer-navigated and manual implantation.
15809944,10.1016/j.arth.2004.09.024,2005,Arthroplasty in the octogenarian: quantifying the risks.
15660064,10.1016/j.arth.2004.10.014,2005,Extended femoral osteotomy for revision of hip arthroplasty: results and complications.
16124968,10.1016/j.arth.2004.03.025,2005,Hemiarthroplasty for femoral neck fracture in the elderly surgeon and hospital volume-related outcomes.
15991137,10.1016/j.arth.2005.03.019,2005,The surgical management of femoral osteolysis.
15902863,10.1016/j.arth.2004.10.013,2005,Fracture of the femur in revision hip arthroplasty with a fully porous-coated component.
15902865,10.1016/j.arth.2004.09.039,2005,Migration of cemented stem and restrictor after total hip arthroplasty: a radiostereometry study of 25 patients with Lubinus SP II stem.
15902866,10.1016/j.arth.2004.09.027,2005,Anatomic dimensions of the patella measured during total knee arthroplasty.
15902867,10.1016/j.arth.2004.03.027,2005,Effect of oral alendronate on net bone ingrowth into canine cementless total hips.
15902864,10.1016/j.arth.2004.08.008,2005,The measurement of creep in ultrahigh molecular weight polyethylene: a comparison of conventional versus highly cross-linked polyethylene.
15991118,10.1016/j.arth.2005.03.011,2005,Patellofemoral arthroplasty: the third compartment.
15991119,10.1016/j.arth.2005.03.012,2005,"Choosing your implant: cemented, tricompartmental, and posterior stabilized."
15991120,10.1016/j.arth.2005.03.028,2005,"Choosing your implant: cementless, patella sparing, and posterior cruciate ligament retaining."
15991121,10.1016/j.arth.2005.03.013,2005,Deep vein thrombosis prophylaxis: better living through chemistry--in the affirmative.
15991123,10.1016/j.arth.2005.03.003,2005,A comedy of errors: the bad knee.
15991117,10.1016/j.arth.2005.03.029,2005,Making your next unicompartmental knee arthroplasty last: three keys to success.
15991125,10.1016/j.arth.2005.03.009,2005,Periprosthetic fractures after total knee arthroplasty.
15991124,10.1016/j.arth.2005.03.014,2005,The stiff total knee arthroplasty: causality and solution.
15991134,10.1016/j.arth.2005.03.023,2005,Metal-on-metal resurfacing arthroplasty: no way under the sun!--in the affirmative.
15991133,10.1016/j.arth.2005.03.017,2005,The tapered press fit total hip arthroplasty: a European alternative.
15991131,10.1016/j.arth.2005.03.015,2005,Highly cross-linked polyethylene: the debate is over--in the affirmative.
15991130,10.1016/j.arth.2005.03.018,2005,Blood management: issues and options.
15991128,10.1016/j.arth.2005.03.008,2005,"The role of implant constraint in revision total knee arthroplasty: not too little, not too much."
15991127,10.1016/j.arth.2005.03.026,2005,Preoperative planning for revision total knee arthroplasty:avoiding chaos.
15991126,10.1016/j.arth.2005.03.004,2005,The infected total knee: management options.
15991129,10.1016/j.arth.2005.03.022,2005,What would you do? Case challenges in knee surgery.
15991138,10.1016/j.arth.2005.03.006,2005,The treatment of pelvic discontinuity during acetabular revision.
16376250,10.1016/j.arth.2004.12.059,2005,"Perioperative blood loss in cementless or hybrid total knee arthroplasty without patellar resurfacing: a prospective, randomized study."
15991139,10.1016/j.arth.2005.03.024,2005,Management of acetabular bone stock deficiency.
15902861,10.1016/j.arth.2004.10.009,2005,Periprosthetic bone remodeling around a prosthesis for distal femoral tumors: longitudinal follow-up.
15902860,10.1016/j.arth.2004.09.049,2005,Outcome of acetabular revision using an uncemented hydroxyapatite-coated component: two- to five-year results and review.
15660061,10.1016/j.arth.2004.10.010,2005,Evaluation of the anterior cruciate ligament integrity and degenerative arthritic patterns in patients undergoing total knee arthroplasty.
15902862,10.1016/j.arth.2004.08.009,2005,A comparison of 2 continuous passive motion protocols after total knee arthroplasty: a controlled and randomized study.
15991140,10.1016/j.arth.2005.03.020,2005,Rebuilding the skeleton: the intraoperative use of trabecular metal in revision total hip arthroplasty.
15991141,10.1016/j.arth.2005.03.025,2005,"Bone graft extenders, substitutes, and osteogenic proteins."
16124954,10.1016/j.arth.2004.09.040,2005,In vivo wear and migration of highly cross-linked polyethylene cups a radiostereometry analysis study.
16124955,10.1016/j.arth.2004.01.016,2005,Reconstructed hip joint position and abductor muscle strength after total hip arthroplasty.
16124956,10.1016/j.arth.2004.09.062,2005,Simultaneous bilateral versus unilateral total hip arthroplasty an outcomes analysis.
16124957,10.1016/j.arth.2004.09.058,2005,Impingement in total hip arthroplasty a study of retrieved acetabular components.
16124958,10.1016/j.arth.2004.09.048,2005,Primary total-hip arthroplasty with the autophor 900-s fully porous coated stem in young patients seven to seventeen years of follow-up.
16124959,10.1016/j.arth.2004.09.031,2005,Acetabular revision with a 7-mm lateral offset component inserted without cement in patients who have acetabular deficiency.
16124960,10.1016/j.arth.2004.09.054,2005,Revision hip arthroplasty using strut allografts and fully porous-coated stems.
16124961,10.1016/j.arth.2004.05.004,2005,Operative risk of total hip and knee arthroplasty in cirrhotic patients.
16124962,10.1016/j.arth.2004.12.047,2005,Trochanteric heterotopic ossification after total hip arthroplasty performed using a direct lateral approach.
16124963,10.1016/j.arth.2004.09.037,2005,Modified Exeter technique in revision hip surgery: does distal fixation of the stem affect allograft transformation?
16124964,10.1016/j.arth.2004.09.026,2005,Successful biologic fixation with mobile-bearing total knee arthroplasty.
16124965,10.1016/j.arth.2004.08.013,2005,Activity sampling in the assessment of patients with total joint arthroplasty.
16124966,10.1016/j.arth.2004.09.045,2005,Acetabular reconstruction using a roof reinforcement ring with hook for total hip arthroplasty in developmental dysplasia of the hip-osteoarthritis minimum 10-year follow-up results.
16124967,10.1016/j.arth.2004.09.056,2005,Decreases in pulmonary artery oxygen saturation during total hip arthroplasty variations using 2 leg positioning techniques.
16124969,10.1016/j.arth.2004.09.050,2005,Survival of cementless femoral components after osteonecrosis of the femoral head with different etiologies.
16124970,10.1016/j.arth.2004.09.041,2005,Effect of hydroxyapatite-coated tibial components on changes in bone mineral density of the proximal tibia after uncemented total knee arthroplasty: a prospective randomized study using dual-energy x-ray absorptiometry.
16124971,10.1016/j.arth.2004.09.036,2005,Influence of cement viscosity and cement mantle thickness on migration of the Exeter total hip prosthesis.
16124972,10.1016/j.arth.2004.09.034,2005,Kinematic analysis of conventional and high-flexion cruciate-retaining total knee arthroplasties: an in vitro investigation.
16124973,10.1016/j.arth.2004.12.054,2005,Constrained acetabular liners: mechanisms of failure.
16139703,10.1016/j.arth.2004.11.016,2005,Influence of the pneumatic tourniquet on patella tracking in total knee arthroplasty: a prospective randomized study in 100 patients.
15991142,10.1016/j.arth.2005.03.021,2005,What would you do? Case challenges in hip surgery.
16310001,10.1016/j.arth.2005.01.010,2005,Effects of hydrogen peroxide solutions on artificial hip joint implants.
16139705,10.1016/j.arth.2004.10.015,2005,Knee arthrodesis using an intramedullary nail.
16139706,10.1016/j.arth.2004.11.011,2005,"Prospective evaluation of total hip arthroplasty with a cementless, anatomically designed, porous-coated femoral implant: mean 11-year follow-up."
16139707,10.1016/j.arth.2004.11.006,2005,Polyethylene liner failure in second-generation Harris-Galante acetabular components.
16139708,10.1016/j.arth.2004.11.009,2005,Isolated acetabular revision through the posterior approach: short-term results after revision of a recalled acetabular component.
16139709,10.1016/j.arth.2004.11.019,2005,Long-term results with cementless Fitek (or Fitmore) cups.
16139710,10.1016/j.arth.2004.12.053,2005,Cementless revision total hip arthroplasty without allograft in severe proximal femoral defects.
16139711,10.1016/j.arth.2004.10.019,2005,Does bilateral total knee arthroplasty affect gait in women?: comparison of gait analyses before and after total knee arthroplasty compared with normal knees.
16139712,10.1016/j.arth.2004.11.020,2005,"Management of types B2 and B3 femoral periprosthetic fractures by a tapered, fluted, and distally fixed stem."
16139713,10.1016/j.arth.2004.11.014,2005,The ball and socket articulating spacer for infected total knee arthroplasty.
16139714,10.1016/j.arth.2005.05.004,2005,Cognitive dysfunction after total knee arthroplasty: effects of intraoperative cerebral embolization and postoperative complications.
16139715,10.1016/j.arth.2005.06.003,2005,Knee fusion using dual platings with the locking compression plate.
16139716,10.1016/j.arth.2004.11.012,2005,In vivo kinematic comparison of posterior cruciate-retaining and posterior stabilized total knee arthroplasties under passive and weight-bearing conditions.
16139717,10.1016/j.arth.2004.12.056,2005,Fluoride-containing acrylic bone cement in total hip arthroplasty. Randomized evaluation of 97 stems using radiostereometry and dual-energy x-ray absorptiometry.
16139718,10.1016/j.arth.2004.12.058,2005,A study of the effect of tibial tray rotation on a specific mobile bearing total knee arthroplasty.
16139719,10.1016/j.arth.2005.03.043,2005,Cement retrieval in minimally invasive knee surgery: the 90 degrees ball probe.
16139720,10.1016/j.arth.2004.12.057,2005,A technique for removing a well-fixed cemented acetabular component in revision total hip arthroplasty.
16139721,10.1016/j.arth.2004.12.048,2005,Severe symptomatic heterotopic ossification and dislocation: a complication after two-incision minimally invasive total hip arthroplasty.
16139722,10.1016/j.arth.2004.08.004,2005,A pathological fracture of the femoral neck associated with osteonecrosis of the femoral head and a stress fracture of the contralateral femoral neck.
16139723,10.1016/j.arth.2004.12.050,2005,Femoral artery and vein injury after cerclage wiring of the femur: a case report.
16139724,10.1016/j.arth.2004.11.015,2005,Total joint arthroplasty in patients with osteopetrosis: a report of 5 cases and review of the literature.
16213996,10.1016/j.arth.2005.04.027,2005,"Experience with an all-polyethylene total knee arthroplasty in younger, active patients with follow-up from 2 to 11 years."
16213997,10.1016/j.arth.2005.05.020,2005,Long-term results of total knee arthroplasty in young patients with rheumatoid arthritis.
16213998,10.1016/j.arth.2005.04.021,2005,Differences in patient and procedure characteristics and hospital resource use in primary and revision total joint arthroplasty: a multicenter study.
16213999,10.1016/j.arth.2005.05.017,2005,"Early results of 1000 consecutive, posterior, single-incision minimally invasive surgery total hip arthroplasties."
16214000,10.1016/j.arth.2005.05.021,2005,Outpatient total knee arthroplasty with a minimally invasive technique.
16214001,10.1016/j.arth.2005.04.025,2005,Does shortened length of hospital stay affect total knee arthroplasty rehabilitation outcomes?
16230241,10.1016/j.arth.2004.11.010,2005,Five- to fifteen-year clinical results and the radiographic evaluation of acetabular changes after bipolar hip arthroplasty for femoral head osteonecrosis.
16309990,10.1016/j.arth.2005.04.001,2005,Revision total hip arthroplasty in hip joints with metallosis: a single-center experience with 31 cases.
16214003,10.1016/j.arth.2005.04.024,2005,Total hip arthroplasty through a minimal posterior approach using imageless computer-assisted hip navigation.
16214004,10.1016/j.arth.2005.04.022,2005,Hydroxyapatite-coated femoral stem survivorship at 10 years.
16214005,10.1016/j.arth.2005.05.007,2005,The effect of total hip arthroplasty cup design on polyethylene wear rate.
16214006,10.1016/j.arth.2005.05.008,2005,Early femoral head penetration of a highly cross-linked polyethylene liner vs a conventional polyethylene liner: a case-controlled study.
16214007,10.1016/j.arth.2005.04.026,2005,Impingement of acetabular cups in a hip simulator: comparison of highly cross-linked and conventional polyethylene.
16214008,10.1016/j.arth.2005.05.001,2005,Cracking and impingement in ultra-high-molecular-weight polyethylene acetabular liners.
16214009,10.1016/j.arth.2005.06.001,2005,The long-term outcome of 755 consecutive constrained acetabular components in total hip arthroplasty examining the successes and failures.
16214010,10.1016/j.arth.2005.05.005,2005,High failure rate of a constrained acetabular liner in revision total hip arthroplasty.
16214011,10.1016/j.arth.2005.05.019,2005,Failure of femoral surface replacement for femoral head avascular necrosis.
16214012,10.1016/j.arth.2005.05.016,2005,Celecoxib does not affect osteointegration of cementless total hip stems.
16214013,10.1016/j.arth.2005.05.003,2005,Computer assisted navigation in total knee arthroplasty: improved coronal alignment.
16214014,10.1016/j.arth.2005.05.009,2005,Computer assisted navigation in total knee arthroplasty: comparison with conventional methods.
16230231,10.1016/j.arth.2005.08.003,2005,Total hip arthroplasty with the APR stem and cup follow-up of a previous report.
16230232,10.1016/j.arth.2005.02.002,2005,Consistency of implantation of a total knee arthroplasty with a non-image-based navigation system: a case-control study of 235 cases compared with 235 conventionally implanted prostheses.
16230233,10.1016/j.arth.2005.07.015,2005,Mechanical properties of retrieved highly cross-linked crossfire liners after short-term implantation.
16230234,10.1016/j.arth.2004.12.051,2005,Factors influencing range of motion after contemporary total knee arthroplasty.
16230235,10.1016/j.arth.2005.02.001,2005,Periprosthetic femoral fractures classification and demographics of 1049 periprosthetic femoral fractures from the Swedish National Hip Arthroplasty Register.
16230236,10.1016/j.arth.2005.02.008,2005,Does body mass index affect the early outcome of primary total hip arthroplasty?
16230237,10.1016/j.arth.2005.02.006,2005,Charnley low-frictional torque arthroplasty for avascular necrosis of the femoral head.
16230238,10.1016/j.arth.2004.12.055,2005,Ten-year experience using an articulating antibiotic cement hip spacer for the treatment of chronically infected total hip.
16230239,10.1016/j.arth.2005.03.033,2005,In vivo comparative wear study of traditional and highly cross-linked polyethylene in total hip arthroplasty.
16230240,10.1016/j.arth.2004.07.001,2005,Accurate femur repositioning is critical during intraoperative total hip arthroplasty length and offset assessment.
16230242,10.1016/j.arth.2005.02.009,2005,Secondary resurfacing of the patella in mobile-bearing total knee arthroplasty.
16230243,10.1016/j.arth.2005.02.005,2005,The 22-mm vs the 32-mm femoral head in cemented primary hip arthroplasty long-term clinical and radiological follow-up study.
16214002,10.1016/j.arth.2005.04.023,2005,Obesity and perioperative morbidity in total hip and total knee arthroplasty patients.
16230245,10.1016/j.arth.2005.04.033,2005,The acetabular insert-metal backing interface: an additional source of polyethylene wear debris.
16230246,10.1016/j.arth.2004.08.002,2005,Immediate cementless total hip arthroplasty for the treatment of active tuberculosis.
16230247,10.1016/j.arth.2005.04.028,2005,Five-year follow-up of primary Optetrak Posterior Stabilized total knee arthroplasties in osteoarthritis.
16230248,10.1016/j.arth.2004.11.003,2005,An in vitro model for fluid pressurization of screw holes in metal-backed total joint components.
16230249,10.1016/j.arth.2005.07.014,2005,Effect of end-cutting intramedullary reamers on host-allograft contact area.
16230250,10.1016/j.arth.2005.07.001,2005,Antibiotic-laden cement: technique for uniform manual mixing.
16230251,10.1016/j.arth.2005.06.013,2005,Trunion fracture of a fully porous-coated femoral stem. Case report.
16230252,10.1016/j.arth.2004.11.005,2005,Huge pelvic mass secondary to wear debris causing ureteral obstruction.
16230253,10.1016/j.arth.2004.10.018,2005,Full-thickness burn formation after the use of electrical stimulation for rehabilitation of unicompartmental knee arthroplasty.
16230254,10.1016/j.arth.2005.07.004,2005,Ischial weight-bearing brace after the infection of megaprosthesis a salvage method for resection arthroplasty.
16230255,10.1016/j.arth.2005.01.002,2005,Periprosthetic femoral fractures associated with contralateral hip disease.
16139704,10.1016/j.arth.2004.11.004,2005,Autogenous femoral head bone grafts for acetabular deficiency in total-hip arthroplasty for developmental dysplasia of the hip: long-term effect on pelvic bone stock.
16309989,10.1016/j.arth.2005.04.007,2005,Acetabular medial wall displacement osteotomy in total hip arthroplasty: a technique to optimize the acetabular reconstruction in acetabular dysplasia.
16309991,10.1016/j.arth.2005.01.018,2005,Total hip arthroplasty after failed transtrochanteric rotational osteotomy for avascular necrosis of the femoral head.
16309992,10.1016/j.arth.2005.04.006,2005,Long-term results of total condylar knee arthroplasty.
16309993,10.1016/j.arth.2005.04.002,2005,Total knee arthroplasty in stiff and ankylosed knees.
16309994,10.1016/j.arth.2005.02.011,2005,Intraobserver errors in obtaining visually selected anatomic landmarks during registration process in nonimage-based navigation-assisted total knee arthroplasty: a cadaveric experiment.
16309995,10.1016/j.arth.2003.12.085,2005,Preparation of the flexion gap affects the extension gap in total knee arthroplasty.
16309996,10.1016/j.arth.2005.04.003,2005,Prognostic factors influencing the functional outcome of total hip arthroplasty for hip infection sequelae.
16309997,10.1016/j.arth.2005.01.013,2005,A new plain radiography method using the optimal angle of knee flexion for assessing early degeneration of the knee joint.
16309998,10.1016/j.arth.2005.04.004,2005,Randomized control trial comparing radiographic total knee arthroplasty implant placement using computer navigation versus conventional technique.
16309999,10.1016/j.arth.2004.10.002,2005,Early failure of smooth hydroxyapatite-coated press-fit acetabular cup--7 years of follow-up.
16230244,10.1016/j.arth.2005.01.017,2005,Comparison between 4-hour clamping drainage and nonclamping drainage after total knee arthroplasty.
16310000,10.1016/j.arth.2005.01.007,2005,Total hip arthroplasty with the use of nonmodular cementless acetabular component.
16310002,10.1016/j.arth.2004.07.011,2005,Is high flexion following total knee arthroplasty safe?: evaluation of knee joint loads in the patients during maximal flexion.
16310003,10.1016/j.arth.2005.01.019,2005,Cementation of a metal-inlay polyethylene liner into a stable metal shell in revision total hip arthroplasty.
16309988,10.1016/j.arth.2005.04.009,2005,Total knee arthroplasty for profound varus deformity: technique and radiological results in 173 knees with varus of more than 20 degrees.
16310005,10.1016/j.arth.2005.01.008,2005,Total knee arthroplasty in hemophilic arthropathy of the knee.
16310006,10.1016/j.arth.2005.01.011,2005,Influence of hip position on knee flexion angle in patients undergoing total knee arthroplasty.
16310007,10.1016/j.arth.2004.09.053,2005,The early results of high-flex total knee arthroplasty: a minimum of 2 years of follow-up.
16310004,10.1016/j.arth.2005.01.009,2005,Premature failure of the polyethylene tibial bearing surface of the Interax knee arthroplasty.
16310008,10.1016/j.arth.2005.04.005,2005,Laceration of femoral vessels by an avulsion fracture fragment of the lesser trochanter after bipolar hemiarthroplasty.
16310009,10.1016/j.arth.2005.03.001,2005,Mycobacterium farcinogenes infection after total hip arthroplasty.
16376248,10.1016/j.arth.2005.04.035,2005,Perioperative morbidity and 30-day mortality after intertrochanteric hip fractures treated by internal fixation or arthroplasty.
16376249,10.1016/j.arth.2005.02.004,2005,Blood loss after total hip replacement: a prospective randomized study between wound compression and drainage.
16376251,10.1016/j.arth.2005.01.012,2005,Effect of the timing of tourniquet release on perioperative blood loss associated with cementless total knee arthroplasty: a prospective randomized study.
16376253,10.1016/j.arth.2004.12.060,2005,Waiting for hip arthroplasty: economic costs and health outcomes.
16376254,10.1016/j.arth.2005.01.020,2005,Isolated revision of failed metal-backed patellar components: outcome with minimum 4-year follow-up.
16376256,10.1016/j.arth.2005.03.036,2005,"Clinical results in valgus total knee arthroplasty with the ""pie crust"" technique of lateral soft tissue releases."
16376257,10.1016/j.arth.2004.08.003,2005,Intraoperative frozen section for detecting active infection in failed hip and knee arthroplasties.
16376252,10.1016/j.arth.2005.03.040,2005,Early healing with locked condylar plating of periprosthetic fractures around the knee.
16376258,10.1016/j.arth.2005.02.003,2005,Total hip arthroplasty in developmental high dislocation of the hip.
16376259,10.1016/j.arth.2004.06.033,2005,Total hip arthroplasty in adult patients who had developmental dysplasia of the hip.
16376260,10.1016/j.arth.2005.04.017,2005,Health outcome measures in the evaluation of total hip arthroplasties--a comparison between the Harris hip score and the Oxford hip score.
16376261,10.1016/j.arth.2005.03.039,2005,Mechanisms for pumping fluid through cementless acetabular components with holes.
16376262,10.1016/j.arth.2005.03.034,2005,Serum interleukin 8 levels correlate with synovial fluid levels in patients with aseptic loosening of hip prosthesis.
16376263,10.1016/j.arth.2005.03.035,2005,In vitro elution of vancomycin from calcium phosphate cement.
16376264,10.1016/j.arth.2004.08.005,2005,The functional flexion-extension axis of the knee corresponds to the surgical epicondylar axis: in vivo analysis using a biplanar image-matching technique.
16376266,10.1016/j.arth.2005.03.037,2005,Total hip arthroplasty in osteopetrosis using computer-assisted fluoroscopic navigation.
16376267,10.1016/j.arth.2004.11.008,2005,Flexion contracture after total knee arthroplasty in a patient with Parkinson's disease: successful treatment with botulinum toxin type A.
16376268,10.1016/j.arth.2005.02.007,2005,Bilateral gluteal compartment syndrome after total hip arthroplasty under epidural anesthesia.
16376269,10.1016/j.arth.2005.03.038,2005,Late fatigue fracture of a modern cemented [corrected] cobalt chrome stem for total hip arthroplasty: a report of 10 cases.
16627145,10.1016/j.arth.2005.08.022,2006,"Femoral revision with a fluted, tapered, modular stem seventy patients followed for a mean of 3.9 years."
16627143,10.1016/j.arth.2005.05.030,2006,Total knee arthroplasty in the elderly. Is there an age limit?
16781413,10.1016/j.arth.2005.07.009,2006,"Wear resistance and mechanical properties of highly cross-linked, ultrahigh-molecular weight polyethylene doped with vitamin E."
16520222,10.1016/j.arth.2005.05.025,2006,A Study for a retrieved implant of ceramic-on-ceramic total hip arthroplasty.
16627142,10.1016/j.arth.2005.06.012,2006,Surface cementation of stemmed tibial components in primary total knee arthroplasty: minimum 5-year follow-up.
16627138,10.1016/j.arth.2005.07.008,2006,Total hip arthroplasty in patients with renal failure: a comparison between transplant and dialysis patients.
16627140,10.1016/j.arth.2005.04.040,2006,Total hip arthroplasty with the porous-coated anatomic hip prosthesis: results at 11 to 18 years.
16627139,10.1016/j.arth.2005.06.006,2006,"Relationship between product demand, tibial polyethylene insert shelf age, and total knee arthroplasty survival: retrospective review of total knees of one design."
16520223,10.1016/j.arth.2005.04.034,2006,Previously unreported complication of trephine reamers in revision total hip arthroplasty.
16627137,10.1016/j.arth.2005.03.046,2006,Malignant tumors at the site of total hip prosthesis. Analytic review of 46 cases.
16627146,10.1016/j.arth.2005.03.032,2006,The influence of ambient theater temperature on cement setting time.
16627141,10.1016/j.arth.2005.06.015,2006,"Comparison of two hydroxyapatite-coated femoral stems: clinical, functional, and bone densitometry evaluation of patients randomized to a regular or modified hydroxyapatite-coated stem aimed at proximal fixation."
16627147,10.1016/j.arth.2005.04.013,2006,Coagulation parameters after retransfusion of unwashed blood.
17027547,10.1016/j.arth.2005.08.007,2006,Outcome of the contralateral hip in rapidly destructive arthrosis after total hip arthroplasty: a preliminary report.
16627149,10.1016/j.arth.2004.12.062,2006,Outcome assessment in the elderly after total hip arthroplasty.
16627150,10.1016/j.arth.2005.05.022,2006,A proposed classification of supracondylar femur fractures above total knee arthroplasties.
16627151,10.1016/j.arth.2005.10.021,2006,Common misconceptions of normal hip joint relations on pelvic radiographs.
16627152,10.1016/j.arth.2005.04.015,2006,Reliable acetabular cup orientation with a new gravity-assisted guidance system.
